customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MonthlyIncome,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn,CustomerFeedback,feedback_length,feedback_word_count,has_negative_keywords,charge_income_ratio,avg_monthly_spend,is_new_customer,is_loyal_customer,total_services,has_premium_services,is_month_to_month,is_paperless_electronic
8226-BXGES,0,1,0,64.0,1,0,89.45,5692.65,3836,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,"I have been a loyal customer with this company for over five years Now. The fiber optic internet service has been reliable and fast, and I have had No issues with connectivity. The automatic bank transfer for payment makes it convenient for me to ensure my bills are always paid on time. The monthly charges of $89.45 are reasonable for the quality of service I receive. Overall, I am satisfied with my experience and have No complaints.",437,77,1,0.023318561001042754,87.57923076923076,0,1,5,1,0,0
0761-AETCS,0,0,0,1.0,1,0,19.3,19.3,9249,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,1,"I recently signed up for the month-to-month plan with this provider and unfortunately had to cancel after only one month. I initially chose this provider because of their affordable monthly charges and convenient electronic check payment method. However, I was disappointed to find out that they did Not offer internet service, which was a deal breaker for me. I had to switch to a different provider that offered a more comprehensive package. Overall, I was Not satisfied with my experience and would Not recommend this provider to others looking for internet services.",570,92,0,0.002086712076981295,9.65,1,0,1,0,1,0
9909-DFRJA,0,0,0,26.0,1,1,95.85,2475.35,9466,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,0,"I have been a customer with this company for 26 months and have been very satisfied with their fiber optic internet service. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges of $95.85 are reasonable for the quality of service provided. I have had No issues with churn and plan to continue my contract for aNother year. Overall, I highly recommend this company for reliable and fast internet service.",444,73,1,0.010125713078385801,91.67962962962963,0,0,6,1,0,0
8807-ARQET,0,0,0,41.0,0,1,40.35,1677.85,260,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,"I have been a customer with this company for over 3 years Now and I have been very satisfied with the service. The DSL internet has been reliable and the monthly charges are very reasonable at $40.35. I appreciate the convenience of the month-to-month contract and the ease of paying with electronic check. Overall, I have had a positive experience and would recommend this company to others.",392,67,0,0.15519230769230768,39.94880952380952,0,0,3,0,1,1
9191-MYQKX,0,1,0,7.0,1,1,75.15,496.9,1898,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,"I recently switched internet providers after being with this company for 7 months on a month-to-month contract. The monthly charges of $75.15 were reasonable for the fiber optic service I received. The automatic bank transfer payment method was convenient and hassle-free. However, despite the quality of the service, I decided to churn because I found a better deal with aNother provider. Overall, I had a positive experience with this company and would recommend them to others looking for reliable internet service.",518,81,0,0.03959430979978926,62.1125,0,0,3,1,1,0
5193-QLVZB,0,0,0,63.0,1,1,104.75,6536.5,9129,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0,"I have been a loyal customer with this company for over five years Now and I am very satisfied with the service. The fiber optic internet is fast and reliable, and I have had No issues with connectivity. The automatic bank transfer for payment makes it convenient for me to pay my bills on time. Although the monthly charges are a bit on the higher side at $104.75, I believe the quality of service justifies the cost. Overall, I have No complaints and would highly recommend this company to others.",499,90,1,0.011474422171103078,102.1328125,0,1,6,1,0,0
5167-GBFRE,1,0,0,4.0,0,1,25.2,102.5,5310,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,"I signed up for DSL internet service with this provider 4 months ago on a month-to-month contract. The monthly charges were reasonable at $25.2 and I set up automatic bank transfers for payment. However, I have recently decided to switch to a different provider due to slow internet speeds and frequent outages. I was disappointed with the service overall and felt that I was Not getting good value for the price. I would Not recommend this provider to others looking for reliable internet service.",498,84,1,0.0047457627118644066,20.5,1,0,1,0,1,0
4123-DVHPH,0,1,0,9.0,1,1,88.05,801.3,9667,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,"I have been a customer with this company for 9 months Now and I am very satisfied with the service. The fiber optic internet is fast and reliable, and I have had No issues with my connection. The monthly charges of $88.05 are reasonable for the quality of service I am receiving. I appreciate the convenience of being able to pay with an electronic check. Overall, I have had a positive experience and would recommend this company to others.",441,79,1,0.009108306610116893,80.13,0,0,4,1,1,1
3237-AJGEH,0,1,1,3.0,0,1,31.0,95.05,6174,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,"I recently decided to cancel my service after 3 months with this company. While the monthly charges were reasonable at $31.0, I found the DSL internet service to be unreliable and slow. Additionally, having to pay by mailing a check each month was inconvenient and outdated. I ultimately decided to switch to a different provider that offered faster and more reliable internet service with easier payment options.",413,67,1,0.005021056041464205,23.7625,1,0,2,1,1,0
3935-TBRZZ,0,1,1,44.0,1,0,25.7,1110.5,2140,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,"""I have been a customer with this company for 44 months Now and have had a positive experience overall. The monthly charges are reasonable at $25.7 and I appreciate the option to pay by mailed check. While I do Not have internet service with this provider, I have found their customer service to be helpful whenever I have had questions or issues. I am satisfied with my contract type of one year and have No plans to churn in the near future.""",444,82,1,0.012009345794392523,24.677777777777777,0,0,1,0,0,0
1077-HUUJM,0,0,1,7.0,1,1,71.05,472.65,8155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,"I have been a customer with this fiber optic internet service provider for 7 months Now on a month-to-month contract. I have been consistently satisfied with the service and have Not experienced any issues that would cause me to consider churning to a different provider. The monthly charges of $71.05 are fair for the quality of service I receive. I appreciate the convenience of paying with electronic check and have had No problems with billing or payments. Overall, I am happy with my experience as a customer and would recommend this provider to others.",558,94,1,0.00871244635193133,59.08125,0,0,2,0,1,1
9402-CXWPL,0,0,0,70.0,1,0,98.9,6838.6,8625,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,0,"I have been a customer with this company for over 5 years Now and I must say I am extremely satisfied with their service. The fiber optic internet service has been reliable and fast, allowing me to work from home without any interruptions. The monthly charges are reasonable for the quality of service I receive. I appreciate the convenience of the electronic check payment method as well. Overall, I have No complaints and would highly recommend this company to others.",470,80,0,0.011466666666666667,96.31830985915494,0,1,5,0,0,0
4039-HEUNW,1,1,0,36.0,1,1,96.5,3436.1,7998,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1,"I have been a customer with this company for 3 years Now and unfortunately, I have decided to churn. The monthly charges for the fiber optic internet service were reasonable at $96.50, but I found that the service was Not reliable eNough for the price. I also had issues with the payment method using electronic check, as there were sometimes delays in processing. Overall, I was Not satisfied with the level of service and have decided to switch to a different provider.",471,82,1,0.012065516379094773,92.86756756756756,0,0,5,0,1,1
8999-YPYBV,0,1,1,45.0,1,1,84.35,3858.05,769,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,"I have been a loyal customer with this internet service provider for 45 months Now, and I have Not experienced any issues that would make me want to leave. The monthly charges are reasonable at $84.35 and the DSL internet service has been reliable. I appreciate that I can pay by mailing a check, as it is convenient for me. Overall, I am satisfied with the service and have No complaints.",389,71,1,0.10968790637191157,83.87065217391304,0,0,8,1,0,0
4194-WHFCB,0,1,1,59.0,1,1,96.65,5580.8,9851,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0,"I have been a customer with this company for almost five years Now and I am extremely satisfied with their service. The fiber optic internet is fast and reliable, and I have never experienced any issues with connectivity. The automatic bank transfer for payment is convenient and hassle-free. Although the monthly charges are a bit on the higher side at $96.65, I believe the quality of service justifies the cost. Overall, I have No complaints and would highly recommend this company to others.",495,83,1,0.009811186681555173,93.01333333333334,0,0,5,1,1,0
3070-DVEYC,1,0,0,7.0,1,0,73.75,545.15,8803,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,"""I recently decided to switch internet providers after being with this company for 7 months on a month-to-month contract. The monthly charges of $73.75 were reasonable for the fiber optic internet service I received. However, I found it inconvenient to have to mail in a check for payment each month. This extra step added unnecessary hassle to my billing process. Overall, the service was reliable but the payment method was a drawback for me.""",445,74,0,0.008377825741224582,68.14375,0,0,2,0,1,0
8563-OYMQY,0,0,0,17.0,1,1,90.95,1612.2,4765,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,0,"I have been a customer with this company for 17 months Now and I have been very satisfied with their service. The fiber optic internet has been reliable and fast, and I have had No issues with connectivity. The automatic credit card payment method makes it convenient for me to pay my monthly bill. The monthly charge of $90.95 is reasonable for the quality of service I am receiving. Overall, I have had a positive experience with this company and would recommend them to others.",480,85,1,0.01908709338929696,89.56666666666666,0,0,5,1,1,0
4080-OGPJL,0,0,0,8.0,1,0,71.15,563.65,2615,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,"I recently decided to cancel my DSL internet service after 8 months of subscribing on a month-to-month contract. While the monthly charges of $71.15 were reasonable, I found the internet service to be unreliable and slow at times. Additionally, I was Not satisfied with the payment method of electronic check as it seemed to have issues processing my payments on time. Overall, I was disappointed with the service and decided to switch to a different provider.",460,76,1,0.027208413001912048,62.62777777777777,0,0,5,1,1,0
3902-FOIGH,1,1,0,12.0,1,1,101.35,1218.55,8962,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1,"I recently cancelled my service with this company after being a customer for 12 months. The monthly charges of $101.35 for fiber optic internet were reasonable, but I ultimately decided to switch providers for a better deal. The payment method of electronic check was convenient and I never had any issues with billing. Overall, my experience was satisfactory but I felt that I could get a better value elsewhere.",413,69,1,0.011308859629546976,93.73461538461538,0,0,5,0,1,1
8313-KTIHG,0,0,0,4.0,1,1,61.3,249.4,7404,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,"I have been a customer with this internet provider for 4 months Now and have been satisfied with the service so far. The monthly charges are reasonable at $61.3 and I appreciate the flexibility of the month-to-month contract. The DSL internet service has been reliable and meets my needs. I also like the convenience of paying with electronic check. Overall, I have No complaints and am happy with my experience with this provider.",431,73,0,0.008279308481901674,49.88,1,0,4,1,1,1
8257-RZAHR,0,1,0,14.0,1,1,64.7,941.0,9841,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,"I recently decided to cancel my DSL internet service after being a customer for 14 months. The monthly charges of $64.7 were becoming too expensive for me, especially with other bills piling up. I appreciated the convenience of automatic bank transfers for payment, but ultimately I had to prioritize my expenses and unfortunately internet was one of the things I had to cut back on. Overall, the service was reliable during my time as a customer, but the cost just became too much for me to justify.",500,87,0,0.00657453510822071,62.733333333333334,0,0,4,1,1,0
5542-TBBWB,0,0,0,1.0,1,1,69.9,69.9,9533,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,"I have been a customer with this fiber optic internet service provider for about a month Now and I am very satisfied with the service so far. The internet connection is fast and reliable, and I have Not experienced any issues with it. The monthly charges of $69.90 are reasonable for the quality of service I am receiving. I appreciate the convenience of being able to pay with electronic check. Overall, I am happy with my experience and would recommend this provider to others.",479,84,1,0.007332424210636736,34.95,1,0,2,0,1,1
9133-AYJZG,0,0,0,23.0,1,1,98.7,2249.1,1003,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0,"I have been a customer with this company for almost two years Now and I have been very satisfied with the service. The fiber optic internet is fast and reliable, and I have had No issues with connectivity. The automatic credit card payment makes it convenient for me to pay my bill each month without having to worry about remembering to do so. The monthly charges are reasonable for the quality of service I am receiving. Overall, I am very happy with my experience and have No plans to switch providers.",505,91,1,0.09840478564307079,93.71249999999999,0,0,5,0,1,0
1004-NoZNR,1,0,1,56.0,1,0,94.8,5264.3,9827,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0,"I have been a customer with this company for 56 months Now and I am extremely satisfied with the service. The fiber optic internet service has been reliable and fast, and I have had No issues with connectivity. The monthly charges of $94.8 are reasonable for the quality of service I am receiving. I appreciate the convenience of automatic credit card payments and have never had any billing issues. Overall, I have No complaints and would highly recommend this company to others.",480,82,1,0.009646891218072657,92.3561403508772,0,0,5,1,0,0
4119-ZYPZY,1,0,0,71.0,1,1,106.8,7623.2,9134,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0,"I have been a customer with this company for over 6 years Now and I am extremely satisfied with the service I have received. The fiber optic internet service has been reliable and fast, allowing me to stream movies, work from home, and play online games without any issues. The monthly charges are reasonable for the quality of service provided, and I appreciate the convenience of paying with electronic check. Overall, I have had a positive experience with this company and would highly recommend them to others.",514,87,1,0.011692577184147143,105.87777777777778,0,1,6,1,0,1
1977-STDKI,1,0,0,1.0,1,1,73.0,73.0,3549,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,"I recently signed up for the fiber optic internet service with this company on a month-to-month contract. The $73 monthly charges seemed reasonable at first. However, after just 1 month, I decided to cancel due to some issues with the service. The internet speed was inconsistent and I experienced frequent outages. Additionally, the payment method of electronic check was Not very convenient for me. Overall, I was Not satisfied with the service and decided to churn. I hope the company can improve their reliability and payment options in the future.",552,90,1,0.02056917441532826,36.5,1,0,3,0,1,1
6711-VTNRE,0,0,0,36.0,1,1,87.55,3078.1,8911,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,1,"""I recently decided to cancel my service with this company after being a customer for 36 months. Despite having fiber optic internet and relatively affordable monthly charges of $87.55, I found that the service was Not meeting my needs. The month-to-month contract was convenient, but I ultimately chose to switch providers due to ongoing connectivity issues and slow speeds. I also found that the company's customer service was lacking in resolving these issues. I appreciated being able to pay with electronic check, but unfortunately, that wasn't eNough to keep me as a satisfied customer.""",593,94,1,0.009824935473010886,83.19189189189188,0,0,5,1,1,1
0471-LVHGK,0,1,0,41.0,1,1,73.0,3001.2,1998,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,1,"I have been a customer with this DSL internet service provider for over three years Now. Unfortunately, I have decided to churn due to the consistently high monthly charges of $73.0. I have found a better deal with aNother provider and will be switching over. I have been paying through electronic check, which has been convenient for me. Overall, I have been satisfied with the service during my tenure, but the cost is ultimately what led me to make the decision to leave.",474,83,0,0.03653653653653654,71.45714285714286,0,0,5,1,0,1
7639-OPLNG,0,1,1,70.0,1,1,79.25,5731.85,446,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0,"I have been a loyal customer with this company for 70 months Now and have never experienced any issues with my service. The DSL internet has been reliable and the monthly charges of $79.25 are reasonable for the quality of service I receive. I appreciate the convenience of automatic bank transfers for payment. Overall, I am satisfied with my experience and have No intention of churning in the near future.",408,70,1,0.17769058295964127,80.73028169014086,0,1,7,1,0,0
1452-VOQCH,0,0,0,1.0,1,1,75.1,75.1,5703,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,"I have been using the fiber optic internet service for the past month and I am extremely satisfied with the speed and reliability. The monthly charges of $75.1 are reasonable for the quality of service I am receiving. I appreciate the convenience of paying through electronic check. Overall, I am happy with my decision to go with this provider and have No plans to switch in the near future.",392,69,0,0.013168507802910748,37.55,1,0,2,0,1,1
3824-RHKVR,0,0,0,17.0,1,0,19.7,340.35,549,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0,"I have been a customer with this company for 17 months Now, and I am overall satisfied with the service. The month-to-month contract works well for me, as I appreciate the flexibility it offers. The monthly charges are reasonable at $19.7, and I appreciate the convenience of automatic credit card payments.

However, I do wish that internet service was included in my plan, as it would make my experience even better. Overall, I have had a positive experience with this company and would recommend it to others.",514,87,0,0.03588342440801457,18.908333333333335,0,0,1,0,1,0
3446-QDSZF,0,0,0,4.0,1,0,55.5,227.35,5231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,"I have been a customer with this DSL internet provider for the past 4 months on a month-to-month contract. I have Not experienced any issues with service interruptions or billing errors during this time. The monthly charges of $55.5 are reasonable for the internet speed and reliability that I receive. I appreciate the convenience of automatic credit card payments, as it ensures that my bill is always paid on time. Overall, I am satisfied with my experience with this provider and have No plans to switch to a different service.",531,90,1,0.010609826037086599,45.47,1,0,3,0,1,0
5268-DSMNQ,1,1,0,62.0,1,1,97.95,,2878,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,0,"I have been a loyal customer of this fiber optic internet service provider for over five years Now and I have been extremely satisfied with the service. The reliability and speed of the internet connection have been top-Notch, and I have experienced very minimal downtime. The automatic payment method with my credit card has made the billing process seamless and convenient. Even though the monthly charges are a bit on the higher side at $97.95, I believe it is worth it for the quality of service I am receiving. Overall, I have had a great experience with this provider and have No plans to churn anytime soon.",614,107,0,0.03403405142460042,,0,1,5,1,0,0
9441-QHEVC,0,0,0,1.0,1,0,19.1,,555,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,"I have been a customer with this company for just one month and so far I am satisfied with the service. The monthly charges are reasonable at $19.1 and I appreciate the option for a month-to-month contract. However, I would prefer if they offered internet service as well. I also find it inconvenient to have to mail a check for payment, as I would prefer a more convenient payment method. Overall, I have had a positive experience with this company and would recommend them to others.",485,86,0,0.03441441441441442,,1,0,1,0,1,0
8118-LSUEL,1,0,0,23.0,1,1,106.4,2483.5,3571,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,1,"I had been with this internet provider for almost two years on a month-to-month contract. The fiber optic service was fast and reliable, but unfortunately I had to cancel due to moving to a new area with different service options. The monthly charges were reasonable at $106.40, and I appreciated the convenience of electronic check payments. Overall, I had a positive experience with this provider and would recommend them to others in the area.",446,74,0,0.029795575469056288,103.47916666666667,0,0,6,1,1,1
9152-AMKAK,0,0,0,6.0,1,1,80.25,493.4,985,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,0,"I have been a customer with this internet service provider for the past 6 months and have been satisfied with the DSL internet service. The monthly charges of $80.25 are reasonable for the speed and reliability of the internet connection. I appreciate the option to pay with a mailed check as it is convenient for me. Overall, I have had No issues with the service and am happy to continue with my two-year contract.",416,74,1,0.08147208121827411,70.48571428571428,1,0,7,1,0,0
5188-HGMLP,1,1,0,54.0,1,0,74.0,3919.15,2853,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,"I have been a customer with this company for over 4 years Now and I am extremely satisfied with their service. The fiber optic internet is fast and reliable, and I have never experienced any issues with connectivity. The automatic bank transfer payment method makes it convenient for me to pay my monthly bill on time. The monthly charges are reasonable for the quality of service I receive. Overall, I have No complaints and would highly recommend this company to others.",472,81,1,0.025937609533824044,71.25727272727273,0,0,2,0,1,0
7402-EYFXX,1,0,0,26.0,1,1,93.6,2404.1,4035,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,"I have been a customer with this company for 26 months Now and have been extremely satisfied with the fiber optic internet service. The monthly charges of $93.60 are reasonable for the quality of service I receive. I appreciate the convenience of the electronic check payment method and have had No issues with it. Overall, I have had a great experience and have No plans to churn in the near future.",400,71,1,0.02319702602230483,89.04074074074073,0,0,4,0,1,1
2157-MXBJS,0,1,0,13.0,1,1,75.3,989.45,1354,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,1,"I recently canceled my DSL service after being a customer for 13 months. The monthly charges of $75.3 were reasonable, but I found that the internet service was Not reliable eNough for my needs. Additionally, having to pay by mailing a check each month was inconvenient. I ultimately decided to switch to a different provider with more reliable service and easier payment options.",380,63,0,0.05561299852289513,70.675,0,0,5,1,0,0
8800-ZKRFW,0,1,1,30.0,1,1,107.5,3242.5,6142,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,"I have been a customer with this company for 30 months and have been very satisfied with the fiber optic internet service I receive. The monthly charges of $107.50 are reasonable for the quality of service I receive. I appreciate the convenience of being able to pay with electronic check each month. Overall, I have had a positive experience and have No plans to churn in the near future.",389,69,0,0.01750244220123738,104.59677419354838,0,0,7,1,1,1
3324-OIRTO,0,1,1,71.0,1,1,104.65,7288.4,6243,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0,"I have been a customer with this company for over 6 years Now and I have been extremely satisfied with the service. The fiber optic internet service has been reliable and fast, and the automatic bank transfer payment method makes it easy for me to manage my bills. The monthly charges are reasonable for the quality of service I receive. I have had No issues with churn and plan to continue using this company for my internet needs. Highly recommend.",450,80,1,0.01676277430722409,101.22777777777777,0,1,7,1,0,0
6339-RZCBJ,0,0,0,48.0,1,0,78.9,3771.5,471,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,"I have been a customer with this internet service provider for 48 months Now and I am pleased to say that I have had No issues with churn. The monthly charges of $78.9 for DSL internet service are reasonable and the automatic credit card payment method makes it convenient for me to pay my bills on time. Overall, I am satisfied with the service and would recommend it to others.",379,70,1,0.167515923566879,76.96938775510205,0,0,7,1,0,0
4628-WQCQQ,0,0,1,35.0,1,1,85.15,,923,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,1,"I have been a customer with this company for 35 months Now, and unfortunately I have decided to churn. While I have been mostly satisfied with the fiber optic internet service provided, I have found that the monthly charges of $85.15 have become too expensive for me. Additionally, I have had some issues with the electronic check payment method, as it has Not always been processed smoothly. I appreciate the service I have received during my time with this company, but I have decided to explore other options that better fit my budget and payment preferences.",562,96,1,0.09225352112676057,,0,0,4,1,0,1
6551-GNYDG,0,1,1,14.0,1,1,80.9,1152.8,9589,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,"I have been a customer with this company for 14 months Now and I am very satisfied with the service. The fiber optic internet is fast and reliable, and I have had No issues with connectivity. The automatic bank transfer payment method is convenient for me as I don't have to worry about remembering to pay my bill each month. The monthly charges of $80.9 are reasonable for the quality of service I am receiving. Overall, I have had a positive experience and would recommend this company to others.",498,89,1,0.008436750443216186,76.85333333333332,0,0,3,0,1,0
7033-CLAMM,0,1,1,48.0,1,0,20.2,1027.25,8441,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,"I have been a customer with this company for 4 years Now and have been very satisfied with the service. The automatic bank transfer payment method makes it convenient for me to pay my bill on time every month. The monthly charges are reasonable at $20.2 and I appreciate Not having internet service included in my plan as I do Not need it. Overall, I have had No issues with this company and would recommend them to others.",423,78,1,0.0023930813884610828,20.964285714285715,0,0,1,0,0,0
3372-CDXFJ,0,1,1,13.0,1,0,24.5,343.6,2838,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,"I have been a customer with this company for 13 months Now and I have been satisfied with the service. The automatic bank transfer payment method makes it convenient for me to pay my monthly charges of $24.5. Even though I do Not have internet service with this company, I have Not experienced any issues with my account or billing. Overall, I am happy with my experience and have Not had any reason to consider churning.",421,76,1,0.008632840028188865,24.542857142857144,0,0,1,0,0,0
0277-BKSQP,0,1,1,8.0,1,1,54.4,475.1,5659,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,"I have been a customer with this internet service provider for 8 months Now and I am overall satisfied with the service. The monthly charges are reasonable at $54.4 and the payment method through electronic check is convenient for me. The DSL internet service has been reliable and I have Not experienced any issues with connectivity. I appreciate the flexibility of the month-to-month contract as it gives me the option to switch providers if needed. Overall, I would recommend this provider to others looking for a reliable and affordable internet service.",558,91,1,0.009613005831418978,52.78888888888889,0,0,3,0,1,1
2314-TNDJQ,0,1,1,72.0,0,0,55.65,,3980,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0,"I have been a loyal customer of this DSL internet service provider for 6 years Now and I have been very satisfied with the service. The monthly charges are reasonable at $55.65 and I appreciate the convenience of automatic payment through my credit card. The internet connection has been reliable and I have Not experienced any issues with downtime. Overall, I am happy with the service and have No plans to switch providers.",425,73,1,0.013982412060301506,,0,1,6,1,0,0
4806-DXQCE,1,1,0,70.0,1,1,113.65,7714.65,573,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,"I have been a customer of this company for over 5 years Now and I have been very satisfied with the service I have received. The fiber optic internet service has been reliable and fast, and I have had No issues with connectivity. The monthly charges are reasonable for the quality of service I am receiving. I appreciate the convenience of paying with electronic check as well. Overall, I have No complaints and would recommend this company to others.",451,79,1,0.19834205933682375,108.65704225352113,0,1,8,1,0,1
8180-AKMJV,0,0,0,1.0,1,1,44.55,44.55,3377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,"I have been a customer with this DSL internet provider for one month Now and I am really satisfied with the service. The internet connection has been reliable and the speed is exactly what I need for my daily activities. The automatic credit card payment method is convenient for me and I haven't had any issues with billing. Overall, I am happy with the service and plan to continue using it in the future.",407,74,1,0.013192182410423452,22.275,1,0,2,0,1,0
9108-EJFJP,0,1,0,1.0,1,1,53.55,53.55,9471,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,"I have been a customer with this company for just over a month Now and I have been quite satisfied with the service so far. The DSL internet service has been reliable and the monthly charges of $53.55 are reasonable for the speed and quality of the connection. I appreciate the flexibility of the month-to-month contract as it allows me to easily adjust my services if needed. The only downside is that I have to pay by mailed check, which can be a bit inconvenient, but overall I am happy with my experience as a new customer.",527,97,0,0.0056541019955654095,26.775,1,0,4,1,1,0
4703-MQYKT,0,0,0,21.0,1,0,19.6,390.4,8507,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,"I have been a customer with this company for 21 months Now and I have been satisfied with the service provided. The monthly charges are reasonable at $19.6 and I appreciate the option to pay by mailed check. Even though I do Not have internet service with this provider, I have Not experienced any issues with my current plan. Overall, I am happy with my experience and have No plans to churn.",393,72,1,0.0023039849535676504,17.745454545454546,0,0,1,0,0,0
3115-JPJDD,0,1,0,59.0,1,1,81.25,4639.45,6636,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0,"I have been a customer with this company for almost five years Now and have been very satisfied with the service. The fiber optic internet is fast and reliable, and I have never experienced any issues with connectivity. The automatic credit card payment method is convenient and hassle-free. Although the monthly charges are a bit on the higher side at $81.25, I believe the quality of service justifies the cost. Overall, I have No complaints and would highly recommend this company to others.",494,83,1,0.012243821579264617,77.32416666666667,0,0,4,1,0,0
1456-TWCGB,0,0,0,4.0,1,0,49.25,208.45,4121,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,"I have been a customer with this company for 4 months Now and have been satisfied with the DSL internet service they provide. The monthly charges are reasonable at $49.25 and I appreciate the flexibility of the month-to-month contract. I prefer to pay by mailed check and have had No issues with the payment process. Overall, I have had a positive experience with this company and have No plans to churn in the near future.",423,75,1,0.011950982771172045,41.69,1,0,3,0,1,0
