customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MonthlyIncome,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,CustomerFeedback,charge_income_ratio,avg_monthly_spend,is_new_customer,is_loyal_customer,total_services,has_premium_services,is_month_to_month,is_paperless_electronic,feedback_length,has_negative_keywords
4443-EMBNA,0,1,0,71.0,1,0,24.75,,6702,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,"I have been a customer with this company for over 6 years Now and have been very satisfied with their service. The automatic bank transfer payment method makes it easy for me to stay on top of my monthly bill without having to worry about late fees. Even though I do Not have internet service with them, I find their monthly charges of $24.75 to be very reasonable. Overall, I have had No issues with this company and would highly recommend them to others.",0.003692927484333035,,0,1,1,0,0,0,456,1
7595-EUIVN,0,0,0,1.0,1,0,75.8,75.8,5549,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,"I recently signed up for the fiber optic internet service with this company on a month-to-month contract. The monthly charges were reasonable at $75.80. However, after just one month of service, I decided to cancel due to some unexpected circumstances. The process of canceling was easy and hassle-free, which I appreciated. Overall, I had a positive experience with the company and would consider using their services again in the future.",0.013660118940349611,37.9,1,0,3,0,1,0,439,0
2054-PJOCK,0,0,0,60.0,1,0,80.55,4847.05,7995,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,"""I have been a customer with this company for 5 years Now and I have been very satisfied with their service. The internet connection through DSL has been reliable and fast. The monthly charges of $80.55 are reasonable for the quality of service I receive. I appreciate the convenience of automatic credit card payments, which makes paying my bill hassle-free. Overall, I have had a positive experience with this company and have No plans to switch to aNother provider.""",0.010075046904315196,79.45983606557377,0,0,6,1,0,0,469,0
8540-ZQGEA,0,1,0,54.0,1,0,20.05,1102.4,8565,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,"I have been a customer with this company for 54 months Now and I have been very satisfied with the service. The monthly charges are very reasonable at $20.05 and I appreciate the convenience of automatic credit card payments. Although I do Not have internet service with this company, I have had No issues with the services I do have. Overall, I have had a positive experience and would recommend this company to others.",0.0023409223584354936,20.043636363636367,0,0,1,0,0,0,420,1
6818-DJXAA,0,0,1,10.0,1,1,91.1,964.35,8143,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,"I have been a customer with this company for 10 months Now and I have been extremely satisfied with their service. The fiber optic internet service has been reliable and fast, and I have experienced No issues with downtime or slow speeds. The monthly charges of $91.1 are reasonable for the quality of service I am receiving. I appreciate the convenience of being able to pay with electronic check. Overall, I have No complaints and would highly recommend this company to others.",0.011187523025911826,87.66818181818182,0,0,5,1,1,1,479,1
0909-SELIE,0,1,0,61.0,1,1,80.8,4860.85,3947,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,"I have been a customer with this DSL internet provider for 61 months Now and I have been very satisfied with their service. The automatic bank transfer payment method makes it easy for me to pay my monthly bill and I have never experienced any issues with billing or service interruptions. The $80.8 monthly charge is fair for the reliable internet connection I receive. Overall, I have No complaints and would recommend this provider to others.",0.020471243982771725,78.40080645161291,0,1,7,1,0,0,445,1
1676-MQAOA,0,0,0,72.0,1,1,75.1,5336.35,7330,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,I have been a customer with this company for 6 years Now and have been satisfied with the service overall. The DSL internet service has been reliable and the monthly charges of $75.1 are reasonable for the speed and reliability I receive. I appreciate the convenience of automatic bank transfers for payment. I have Not experienced any issues that would make me consider churning to aNother provider. Thank you for providing a dependable service.,0.01024556616643929,73.10068493150685,0,1,7,1,0,0,446,1
4871-JTKJF,1,0,0,1.0,1,1,69.65,69.65,3871,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"I decided to cancel my service with this company after only 1 month of being a customer. The monthly charges of $69.65 for fiber optic internet were reasonable, but the service itself was Not up to par. I experienced frequent outages and slow speeds, which was frustrating. Additionally, the process of cancelling my service was Not smooth and took longer than expected. I will be looking for a more reliable internet provider in the future.",0.017992766726943943,34.825,1,0,2,0,1,1,441,1
4006-HKYHO,0,0,0,63.0,1,1,86.7,5309.5,6824,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,"I have been a customer with this company for over five years Now and have been satisfied with the DSL internet service they provide. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges are reasonable at $86.7. Overall, I have had No issues with the service and have No plans to switch providers.",0.012705158264947246,82.9609375,0,1,8,1,0,0,337,1
5338-YHWYT,0,0,1,37.0,1,0,61.45,2302.35,3321,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,"I have been a customer with this company for 37 months Now and I have been very satisfied with the service. The DSL internet service has been reliable and the monthly charges of $61.45 are reasonable. I appreciate the convenience of the automatic credit card payment method. Overall, I have had No issues with the service and would recommend it to others.",0.0185034628124059,60.58815789473684,0,0,5,1,0,0,355,1
9091-WTUUY,0,1,1,64.0,1,0,69.25,4447.75,684,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,"I have been a customer with this DSL internet provider for over 5 years Now, and I have been satisfied with the service overall. The monthly charges are reasonable at $69.25, and I appreciate that I have the option to pay with a mailed check. The internet service has been reliable for the most part, and I have Not experienced any major issues with connectivity. Overall, I am happy with my experience and have No plans to churn in the near future.",0.10124269005847954,68.42692307692307,0,1,6,1,0,0,449,1
8207-VVMYB,0,1,0,70.0,1,1,26.0,2006.95,996,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,"I have been a customer with this company for 70 months Now and I have been very satisfied with their service. The automatic bank transfer payment method makes it convenient for me to pay my monthly charges of $26.0 on time. Even though I do Not have internet service with them, I have had No issues with my contract type of two years. Overall, I have had a positive experience and I have Not experienced any reason to consider churning.",0.02610441767068273,28.266901408450703,0,1,1,0,0,0,436,1
0488-GSLFR,0,0,0,1.0,1,1,69.5,69.5,7783,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"I recently switched to this fiber optic internet service provider on a month-to-month contract. I was initially drawn in by the competitive pricing of $69.5 per month. However, after just one month of service, I have decided to churn due to inconsistent speeds and unreliable connection. I also had issues with the electronic check payment method, which caused delays in processing my payments. Overall, I was Not satisfied with the service and will be looking for a more reliable provider.",0.00892971861749968,34.75,1,0,2,0,1,1,490,1
8215-NGSPE,0,1,1,42.0,1,0,20.0,833.55,6808,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,"I have been a customer with this company for 42 months Now and have had No issues with churning. I am on a two-year contract with a monthly charge of $20.0, and I do Not have internet service. I prefer to pay my bills through mailed checks. The service has been reliable and the billing process has been smooth. Overall, I am satisfied with my experience as a customer.",0.002937720329024677,19.384883720930233,0,0,1,0,0,0,369,1
6158-HDPXZ,0,0,0,1.0,0,0,25.35,,6650,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"I have been a customer with this DSL internet service provider for just one month Now and I have been satisfied with the service so far. The monthly charges of $25.35 are reasonable for the speed and reliability of the internet connection I am receiving. I appreciate the option to pay by mailed check as it is convenient for me. I have Not experienced any issues with the service, so I have No plans to churn at this time. Overall, I am happy with my experience as a new customer.",0.00381203007518797,,1,0,1,0,1,0,481,1
8849-AYPTR,0,1,0,33.0,1,0,91.25,2964.05,8185,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,"I have been a customer with this company for 33 months Now and I have been satisfied with the service overall. The fiber optic internet service is reliable and fast, which is important for my work and personal use. The monthly charges of $91.25 are reasonable for the quality of service I receive. I appreciate the convenience of paying through electronic check. Overall, I have had No issues with the service and have No plans to churn anytime soon.",0.011148442272449603,87.1779411764706,0,0,4,0,1,0,450,1
3727-OWVYD,0,0,0,35.0,1,0,61.2,2021.2,5666,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,"I have been a customer with this company for 35 months Now and I am pleased to say that I have Not experienced any issues that would make me want to switch providers. The DSL internet service has been reliable and the monthly charges of $61.2 are reasonable for the service I am receiving. I appreciate the option to pay by mailed check as it is convenient for me. Overall, I am satisfied with my experience as a customer and have No intentions of churning in the near future.",0.010801270737733851,56.144444444444446,0,0,5,1,0,0,476,1
7109-CQYUZ,0,0,0,52.0,1,1,89.25,4652.4,6399,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,I have been a customer with this company for over four years Now and I have had a great experience overall. The DSL internet service has been reliable and the monthly charges are reasonable for the speed and quality I receive. I appreciate the option to pay by mailed check as it is convenient for me. I have Not had any issues that have caused me to consider churning and I plan on staying with this company for the foreseeable future.,0.013947491795593061,87.78113207547169,0,0,8,1,0,0,436,1
2712-SYWAY,0,0,0,1.0,1,1,25.7,25.7,4918,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,"I have been a customer with this company for about a month Now and I am overall satisfied with the service. The monthly charges are reasonable at $25.7 and the payment method of using electronic check is convenient for me. However, I do wish that internet service was included in my plan as I currently do Not have access to it. Other than that, I have had No issues with the company and am happy to continue with my month-to-month contract.",0.005225701504676698,12.85,1,0,1,0,1,1,441,1
0956-SYCWG,0,0,0,13.0,1,0,19.65,244.8,3454,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,"I have been a customer with this company for 13 months Now and I am pleased to say that I have Not experienced any issues with their service. Despite Not having internet service with them, I have found their monthly charges to be reasonable at $19.65. I have also had No problems with my payment method, which is through electronic check. Overall, I am satisfied with my experience and have No complaints to report.",0.005689056166763172,17.485714285714288,0,0,1,0,0,0,415,1
9350-ZXYJC,0,0,0,4.0,1,1,25.3,116.95,9735,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,"I have been a customer with this company for 4 months Now and so far, I am happy with the service. The monthly charges are reasonable at $25.3 and I appreciate the convenience of automatic credit card payments. Even though I do Not have internet service with this provider, I have had No issues with my account or billing. Overall, I am satisfied with my experience and have No complaints.",0.002598870056497175,23.39,1,0,1,0,0,0,389,1
7173-TETGO,1,1,0,72.0,1,0,78.5,5602.25,7464,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"I have been a customer with this internet service provider for 6 years Now and I have been extremely satisfied with their service. The fiber optic internet is fast and reliable, and I have never experienced any downtime. The automatic bank transfer payment method makes it convenient for me to pay my monthly charges without any hassle. Overall, I highly recommend this provider to anyone looking for a reliable and high-speed internet service.",0.010517148981779207,76.7431506849315,0,1,3,1,0,0,444,0
1177-XZBJL,0,1,1,53.0,1,0,64.15,3491.55,9277,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,"I have been a customer with this company for over four years Now and I am very satisfied with their service. The DSL internet service has been reliable and the monthly charges are reasonable at $64.15. I appreciate the convenience of automatic bank transfers for payment. Overall, I have had No issues with this company and have No plans to churn in the near future. Highly recommend this service to others.",0.00691495095397219,64.65833333333333,0,0,5,1,0,0,407,1
6240-EURKS,0,0,1,18.0,0,1,35.0,553.0,3518,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,"I have been a customer with this company for 18 months but unfortunately have decided to churn. The monthly charges of $35 for DSL internet service were reasonable, but I had issues with the reliability and speed of the connection. I also found the payment method of electronic check to be inconvenient at times. Overall, I was Not completely satisfied with the service and decided to switch to a different provider.",0.009948834565093803,29.105263157894736,0,0,2,0,1,1,416,1
5006-MXVRN,0,0,0,39.0,1,0,20.7,762.45,4580,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,"I have been a customer with this company for almost 3 years Now and I have been very satisfied with the service. The automatic credit card payment option makes it convenient for me to pay my monthly charges on time. Even though I do Not have internet service with this company, I have found the $20.7 monthly charges to be reasonable for the services I do receive. Overall, I have had a positive experience and have No plans to churn in the near future.",0.004519650655021834,19.06125,0,0,1,0,0,0,453,0
7566-DSRLQ,0,1,0,72.0,1,1,110.15,7998.8,7241,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,"I have been a loyal customer with this company for 6 years Now and I have been very satisfied with the service. The fiber optic internet is fast and reliable, and the monthly charges are reasonable at $110.15. I have never experienced any issues with billing or service interruptions. I appreciate the convenience of being able to pay with electronic check. Overall, I am very happy with my experience and would highly recommend this company to others.",0.015211987294572574,109.57260273972604,0,1,7,1,0,1,452,1
7295-JOMMD,0,0,1,4.0,1,1,98.1,396.3,2928,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,"I recently switched to this fiber optic internet service provider about 4 months ago on a month-to-month contract. The monthly charges were reasonable at $98.1 and I set up automatic bank transfers for payment convenience.

Unfortunately, I have decided to churn and switch to a different provider. While the internet speed and reliability were satisfactory, I found that customer service was lacking in responsiveness and support. Additionally, I encountered some billing issues that were Not promptly resolved.

Overall, I was satisfied with the internet service itself but the customer service experience could have been better.",0.03350409836065574,79.26,1,0,6,1,1,0,635,1
3397-AVTKU,0,0,0,43.0,1,1,60.0,2548.55,3845,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,I have been a customer with this company for 43 months Now and have been satisfied with the service overall. The monthly charges of $60 for DSL internet are reasonable and the payment method of electronic check is convenient. I have Not experienced any issues with the service and have No plans to switch providers. I would recommend this company to others looking for reliable internet service.,0.015604681404421327,57.92159090909092,0,0,4,0,0,1,395,1
4636-TVXVG,0,1,1,62.0,1,0,19.95,1244.8,5993,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,"I have been a customer with this company for over five years Now and I have been extremely satisfied with their service. The automatic bank transfer payment method makes it convenient for me to pay my monthly charges on time without any hassle. Even though I do Not have internet service with them, the low monthly charge of $19.95 for my other services is very reasonable. I am happy to say that I have never experienced any issues with their service and I have No intention of churning anytime soon. Overall, I highly recommend this company to anyone looking for reliable and affordable services.",0.003328883697647255,19.75873015873016,0,1,1,0,0,0,598,1
0993-OSGPT,1,1,0,68.0,1,1,60.65,3975.9,1643,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,"I have been a loyal customer of this DSL internet service provider for 68 months Now, and I am pleased to say that I have never experienced any issues with their service. The automatic bank transfer payment method makes it convenient for me to pay my monthly charges of $60.65 without any hassle. I appreciate the consistency and reliability of their service, and I have No plans of churning anytime soon. I highly recommend this provider to anyone looking for a dependable internet service.",0.03691418137553256,57.62173913043478,0,1,5,1,0,0,491,1
9592-ERDKV,0,1,0,37.0,1,0,79.25,2911.8,5560,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,"I have been a customer with this company for 37 months Now and have been satisfied with the service overall. The DSL internet service has been reliable and the monthly charges of $79.25 are reasonable. I appreciate the option to pay by mailed check as it is convenient for me. I have Not experienced any issues that would make me consider leaving, so I am happy to continue with my one-year contract.",0.014253597122302158,76.6263157894737,0,0,6,1,0,0,400,1
8082-GHXOP,0,0,1,13.0,1,0,44.0,659.35,4507,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"I have been a customer with this company for over a year Now, and I am satisfied with the service I have received. The monthly charges are reasonable at $44.00 for DSL internet service. I appreciate the flexibility of having a month-to-month contract, as it allows me to easily make changes if needed. I prefer to pay by mailed check, and the payment process has been smooth and convenient. Overall, I have had a positive experience with this company and would recommend their services to others.",0.00976259152429554,47.096428571428575,0,0,2,0,1,0,496,0
2480-EJWYP,1,1,0,58.0,1,1,97.8,5458.8,9035,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,"I have been a loyal customer for 58 months and have been extremely satisfied with the fiber optic internet service provided by this company. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges of $97.8 are reasonable for the quality of service I receive. I have had No issues with the service and have No plans to churn in the future.Overall, I highly recommend this company for their reliable internet service and easy payment options.",0.010824571112340897,92.52203389830508,0,0,5,0,0,0,478,1
8065-YKXKD,0,0,0,10.0,1,1,74.75,799.65,6657,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"I was a customer with this company for 10 months on a month-to-month contract with monthly charges of $74.75 for fiber optic internet service. Unfortunately, I ended up churning due to some issues with the service. I found the internet speed to be inconsistent and experienced frequent outages. Additionally, the customer service was Not very responsive and it was difficult to get assistance with troubleshooting. Overall, I was Not satisfied with the service and decided to switch to a different provider. I would recommend improving the reliability and customer support for future customers.",0.011228781733513596,72.69545454545454,0,0,2,0,1,1,594,1
8174-TBVCF,0,1,0,70.0,1,1,94.8,6859.05,8180,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,"I have been a loyal customer with this company for 70 months Now and I have been very satisfied with the service. The DSL internet service has been reliable and the monthly charges of $94.8 are reasonable for the quality of service I receive. The automatic credit card payment method makes it convenient for me to pay my bill on time every month. I have No complaints and have No plans to churn in the near future. Overall, I am a happy customer.",0.011589242053789731,96.60633802816902,0,1,8,1,0,0,446,0
6402-EJMWF,0,0,0,4.0,1,1,55.3,238.5,3560,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,"I have been a customer with this company for 4 months Now and I am pleased to say that I have had No issues with churning. The month-to-month contract option works well for me and the monthly charges of $55.3 are reasonable for the DSL internet service I receive. I appreciate being able to mail in my check for payment as it is a convenient option for me. Overall, I am satisfied with the service provided and plan to continue as a customer.",0.015533707865168538,47.7,1,0,3,0,1,0,442,1
3719-TDVQB,1,1,0,54.0,1,1,18.95,1031.1,5002,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,"I have been a customer with this company for 54 months Now and I have been very pleased with the service. Despite Not having internet service, the monthly charges are very reasonable at $18.95. I appreciate the option to pay by mailed check as it is convenient for me. Overall, I have had No issues with this company and have No plans to leave.",0.003788484606157537,18.747272727272726,0,0,1,0,0,0,344,1
0596-BQCEQ,0,1,1,62.0,1,1,100.15,6283.3,6678,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,"I recently made the decision to churn from this company after being a customer for 62 months. While the fiber optic internet service was reliable and fast, I found that the monthly charges of $100.15 were becoming too expensive for me. Additionally, the option to only have a month-to-month contract made me feel like I didn't have any long-term stability with the company. I also had issues with their electronic check payment method, as it was Not always convenient for me to use. Overall, I enjoyed the service but felt that it was time for me to explore other options that better fit my budget and payment preferences.",0.014997005091344716,99.73492063492064,0,1,6,1,1,1,622,1
5136-RGMZO,0,0,0,31.0,1,1,71.05,2168.15,8906,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,"I have been a customer for 31 months and have been satisfied with the DSL internet service provided by this company. The monthly charges of $71.05 are reasonable for the service I receive. I appreciate the convenience of paying with electronic check. I have had No issues with the service and have Not experienced any reason to consider churning to aNother provider. Overall, I am happy with my experience as a customer.",0.007977767796990793,67.7546875,0,0,5,1,1,1,420,1
9286-BHDQG,0,1,1,72.0,0,0,45.25,3139.8,4388,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,"I have been a customer with this company for 6 years Now and have had a great experience overall. The DSL internet service has been reliable and the monthly charges of $45.25 are reasonable. I appreciate the convenience of automatic credit card payments, which make it easy to manage my account. I have Not experienced any issues with churn and plan to continue using this service in the future.",0.010312215132178669,43.01095890410959,0,1,5,1,0,0,395,1
2692-BUCFV,1,0,0,29.0,1,1,101.45,2948.6,4069,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,"I have been a customer with this company for almost 2.5 years Now and I have been very satisfied with their service. The fiber optic internet is fast and reliable, and I have never experienced any issues with connectivity. The automatic bank transfer for payment is convenient and hassle-free. The monthly charges of $101.45 are reasonable considering the quality of service provided. Overall, I have No complaints and would highly recommend this company to others.",0.02493241582698452,98.28666666666666,0,0,6,1,1,0,465,1
5605-IYGFG,0,0,0,7.0,1,1,69.85,515.45,5553,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"I have been a customer with this fiber optic internet service provider for 7 months Now on a month-to-month contract. I have been very satisfied with the service so far. The speed and reliability of the internet connection have been excellent, and I have Not experienced any issues with connectivity. The automatic bank transfer payment method has been convenient and hassle-free. The monthly charges of $69.85 seem reasonable for the quality of service I am receiving. Overall, I am happy with my experience and have No plans to switch providers.",0.012578786241671167,64.43125,0,0,2,0,1,0,547,1
8868-GAGIO,0,1,0,45.0,1,1,84.55,3713.95,479,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,"I have been a customer with this company for 45 months Now and I have been very satisfied with the service. The fiber optic internet service has been reliable and fast, and I have had No issues with connectivity. The monthly charges of $84.55 are reasonable for the quality of service I am receiving. I appreciate the option to pay with a mailed check as it is convenient for me. Overall, I have had a positive experience and would recommend this company to others.",0.17651356993736952,80.73804347826086,0,0,4,1,1,0,465,1
0673-IGUQO,0,0,0,1.0,1,0,20.45,20.45,4930,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,"I have been a customer with this company for 1 month Now and I must say I am very satisfied with the service. Even though I do Not have internet service with them, I appreciate the affordable monthly charges of $20.45. I also like the flexibility of the month-to-month contract type and the option to pay via mailed check. Overall, I have had a positive experience and do Not plan on churning anytime soon. Thank you for providing great service at a reasonable price.",0.004148073022312373,10.225,1,0,1,0,1,0,467,0
9921-ZVRHG,0,0,0,14.0,1,1,80.45,1072.0,4659,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,"I recently canceled my service with this company after being a customer for 14 months. I was on a month-to-month contract and was paying $80.45 per month for fiber optic internet service. I found that the service was reliable and fast, but I ultimately decided to switch providers due to a better promotional offer from aNother company. I appreciated being able to pay via electronic check, as it was convenient and easy to manage my payments. Overall, I had a positive experience with this company and would recommend them to others in need of internet service.",0.017267654003004937,71.46666666666667,0,0,3,1,1,1,562,0
5329-KRDTM,1,1,0,72.0,1,0,77.35,5396.25,9229,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,"I have been a customer with this company for 6 years Now and I have been very satisfied with the service. The monthly charges are reasonable at $77.35 for DSL internet. I appreciate the convenience of automatic credit card payments and have had No issues with billing. Overall, I am happy with my service and have No plans to churn in the near future.",0.008381189728031205,73.92123287671232,0,1,6,1,0,0,351,1
4824-GUCBY,1,0,0,22.0,1,0,81.7,1820.9,7326,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,"I have been a customer with this company for 22 months Now and I am very satisfied with the service. The fiber optic internet has been fast and reliable, and I have Not experienced any issues with connectivity. The monthly charges of $81.7 are reasonable for the quality of service I am receiving. I appreciate the convenience of paying with electronic check. Overall, I am happy with my experience and do Not have any plans to churn.",0.011152061152061153,79.16956521739131,0,0,4,1,1,0,434,1
5445-PZWGX,0,0,0,62.0,1,0,102.0,6529.25,9128,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,"I have been a customer with this company for over 5 years Now, but unfortunately I have decided to churn. The monthly charges of $102 for the fiber optic internet service were reasonable, but I have found a better deal elsewhere. I have always paid my bills on time using electronic check, so I have No complaints about the payment method. Overall, I have had a good experience with this company, but I am just looking for a more affordable option at this time.",0.011174408413672217,103.63888888888889,0,1,6,1,0,0,461,0
9572-MTILT,0,1,0,59.0,1,1,106.75,6252.9,8018,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,"I have been a customer with this company for almost 5 years Now, and unfortunately, I have decided to churn. The monthly charges of $106.75 for fiber optic internet service were becoming too expensive for me, especially with No contract to lock in a lower rate. I also found the payment method of electronic check to be inconvenient at times. Overall, I have enjoyed the service and quality of the internet, but the cost and payment method were the deciding factors in my decision to leave.",0.01331379396358194,104.21499999999999,0,0,7,1,1,1,490,0
2082-CEFLT,0,0,0,1.0,1,1,45.6,45.6,5090,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"""I recently signed up for DSL internet service with this provider on a month-to-month contract. After just one month of service, I have decided to cancel due to slow and unreliable internet speeds. The monthly charges of $45.60 seemed reasonable at first, but the poor quality of service is Not worth the cost. I also found the payment method of electronic check to be convenient, but unfortunately, it did Not make up for the subpar internet experience. Overall, I am disappointed with my brief experience with this provider and will be looking for a more reliable option for my internet needs.""",0.008958742632612968,22.8,1,0,2,0,1,1,596,1
8022-BECSI,0,0,0,22.0,1,0,19.6,422.5,9174,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,"I have been a customer with this company for 22 months Now and have Not experienced any issues that would cause me to churn. I am on a one-year contract with monthly charges of $19.6, which I find to be reasonable. I do Not have internet service with this company, but I have been satisfied with the service I do receive. I typically pay my bills with a mailed check and have Not had any issues with the payment process. Overall, I am a happy and loyal customer.",0.0021364726400697623,18.369565217391305,0,0,1,0,0,0,462,1
9972-EWRJS,0,1,1,67.0,1,1,19.25,1372.9,4696,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,"I have been a loyal customer with this company for over five years Now and I have been very satisfied with the service. The automatic bank transfer payment method has made it very convenient for me to pay my bills on time without any hassle. Even though I do Not have internet service with this company, I have found the monthly charges to be very reasonable at $19.25. Overall, I have had a positive experience and have No complaints.",0.00409923339011925,20.189705882352943,0,1,1,0,0,0,435,0
4374-YMUSQ,0,0,0,34.0,1,0,116.25,3899.05,233,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,"I have been a customer with this fiber optic internet service provider for over 2 and a half years Now and I have been extremely satisfied with the service. The automatic credit card payments make it easy and convenient to keep up with my monthly charges. The internet service itself has been reliable and fast, with No issues with downtime or slow speeds. The monthly charges of $116.25 are reasonable for the quality of service I receive. Overall, I am very happy with my experience and have No intentions of churning anytime soon.",0.4989270386266094,111.40142857142858,0,0,8,1,0,0,533,1
8071-SBTRN,0,0,0,70.0,1,1,111.15,,5956,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,"""I have been a customer with this company for 70 months Now and I have been very satisfied with the service. The fiber optic internet service has been reliable and fast, and I have had No issues with connectivity. The monthly charges are reasonable for the quality of service provided. I appreciate being able to pay by mailed check as it is convenient for me. Overall, I have No complaints and would recommend this company to others.""",0.01866185359301545,,0,1,7,1,0,0,435,1
2810-FTLEM,0,0,0,16.0,1,1,50.15,762.25,286,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"I recently ended my service with this provider after being with them for 16 months on a month-to-month contract. I was paying $50.15 per month for DSL internet service and was using electronic check as my payment method. Overall, I was satisfied with the service during my time as a customer. The internet speed was decent and I did Not experience any major issues with connectivity. However, I decided to switch to a different provider for a better deal. I would recommend this provider to others who are looking for reliable internet service at a reasonable price.",0.17534965034965033,44.838235294117645,0,0,3,1,1,1,566,1
